ID,TARGET
2,0.0393109543139251
5,0.04266671407271378
6,0.003831356069278735
7,0.013759500109619682
9,0.003831356069278735
11,0.21025074879786856
12,0.058150007507691656
15,0.22021823961372386
16,0.024886169061328057
17,0.019173489852812965
19,0.03282274771614951
21,0.003831356069278735
22,0.019173489852812965
24,0.006126580108434722
27,0.013980055697973549
28,0.013980055697973549
30,0.11424842516221294
33,0.003831356069278735
35,0.006126580108434722
37,0.019173489852812965
38,0.03282274771614951
40,0.16264484009174135
41,0.016738714267463914
44,0.013980055697973549
46,0.10152324019067413
47,0.01684020961071989
48,0.003831356069278735
50,0.003831356069278735
52,0.16264484009174135
53,0.013759500109619682
55,0.01943410091478839
57,0.003831356069278735
58,0.013980055697973549
59,0.016738714267463914
62,0.0393109543139251
63,0.006126580108434722
64,0.0393109543139251
65,0.03207996215843596
67,0.01955520769556589
69,0.03463654080439875
70,0.003831356069278735
71,0.09892618479818276
72,0.003831356069278735
73,0.003831356069278735
76,0.013980055697973549
78,0.013980055697973549
79,0.019173489852812965
81,0.003831356069278735
85,0.007268755356854656
86,0.003831356069278735
89,0.0393109543139251
94,0.10510528240663668
96,0.003831356069278735
97,0.04224654707706278
98,0.003831356069278735
99,0.022759699229835794
100,0.2024239116811154
103,0.08625165222345803
104,0.003831356069278735
108,0.013980055697973549
110,0.003831356069278735
112,0.04480249137492954
114,0.025738913387680022
116,0.013980055697973549
117,0.014495339096296205
119,0.016738714267463914
120,0.013980055697973549
121,0.003831356069278735
123,0.02119852063952256
124,0.0393109543139251
126,0.003831356069278735
128,0.01955520769556589
129,0.06844793064205085
133,0.024886169061328057
138,0.0393109543139251
147,0.034956555354643266
149,0.06326263174118961
158,0.003831356069278735
160,0.005523730121925541
164,0.04235361748058088
167,0.024886169061328057
168,0.013980055697973549
174,0.005523730121925541
181,0.019173489852812965
185,0.0393109543139251
187,0.003831356069278735
189,0.013980055697973549
190,0.05083012918452781
194,0.013980055697973549
197,0.10972247345418992
198,0.016738714267463914
201,0.06844793064205085
205,0.013980055697973549
208,0.15847871300894759
211,0.007268755356854656
216,0.03639232547831369
219,0.029759544145301946
223,0.012213216227259346
224,0.1052332061955745
226,0.016738714267463914
229,0.01955520769556589
230,0.019173489852812965
237,0.019173489852812965
238,0.016738714267463914
240,0.045223292718676575
243,0.003831356069278735
245,0.1052332061955745
246,0.1926738062784916
247,0.007268755356854656
248,0.012213216227259346
249,0.003831356069278735
250,0.1968943215499585
251,0.003831356069278735
255,0.06844793064205085
256,0.037049156929078814
257,0.06844793064205085
260,0.16264484009174135
261,0.003831356069278735
263,0.21025074879786856
264,0.15847871300894759
267,0.013980055697973549
268,0.019173489852812965
272,0.006126580108434722
274,0.013980055697973549
275,0.003831356069278735
277,0.2159844629281555
278,0.2833317334703952
280,0.013980055697973549
281,0.026117078857964347
282,0.06494856499733133
283,0.006126580108434722
284,0.10415068010142713
286,0.016738714267463914
290,0.019173489852812965
291,0.0393109543139251
293,0.01943410091478839
295,0.020360470860899597
297,0.003831356069278735
298,0.08238399114108645
300,0.013980055697973549
304,0.013980055697973549
305,0.013980055697973549
308,0.005523730121925541
309,0.005523730121925541
310,0.003831356069278735
312,0.0393109543139251
313,0.15847871300894759
315,0.013980055697973549
317,0.024886169061328057
318,0.04033117751809015
321,0.01913428636795174
323,0.03207996215843596
325,0.013980055697973549
326,0.016738714267463914
327,0.006126580108434722
328,0.18735864506029482
329,0.02069738294398582
330,0.003831356069278735
331,0.018139780599658685
334,0.028662290354579907
335,0.013980055697973549
336,0.06844793064205085
337,0.01620074595921446
338,0.025738913387680022
339,0.016738714267463914
341,0.2294603462032483
343,0.0656277296987798
346,0.003831356069278735
348,0.003831356069278735
350,0.15030460118554953
351,0.003831356069278735
352,0.016738714267463914
357,0.04235361748058088
358,0.006126580108434722
360,0.005523730121925541
361,0.016738714267463914
364,0.019173489852812965
365,0.04762894466636207
366,0.03207996215843596
367,0.003831356069278735
368,0.009308670372970528
370,0.003831356069278735
372,0.013980055697973549
376,0.003831356069278735
377,0.003831356069278735
379,0.01620074595921446
380,0.013759500109619682
381,0.0656214773506183
385,0.007268755356854656
386,0.0393109543139251
389,0.0393109543139251
391,0.045223292718676575
392,0.003831356069278735
393,0.006126580108434722
395,0.03207996215843596
396,0.005523730121925541
397,0.003831356069278735
398,0.019173489852812965
399,0.03396492296456944
400,0.005523730121925541
401,0.019767678017220132
403,0.013980055697973549
405,0.04762894466636207
406,0.03282274771614951
409,0.013759500109619682
411,0.019173489852812965
413,0.003831356069278735
418,0.013980055697973549
419,0.016738714267463914
422,0.016738714267463914
424,0.1926738062784916
425,0.02119852063952256
427,0.003831356069278735
430,0.003831356069278735
431,0.016738714267463914
434,0.04033117751809015
435,0.0393109543139251
437,0.08625165222345803
438,0.02277039748389018
439,0.09079740925275465
442,0.006126580108434722
446,0.006126580108434722
450,0.0326734894592027
451,0.013759500109619682
452,0.027142996519701777
454,0.003831356069278735
455,0.013980055697973549
463,0.016454886756944165
464,0.006126580108434722
465,0.003831356069278735
467,0.15847871300894759
468,0.03207996215843596
470,0.019173489852812965
472,0.12840808785077287
473,0.016738714267463914
475,0.013980055697973549
476,0.003831356069278735
479,0.016738714267463914
481,0.013980055697973549
483,0.0393109543139251
484,0.025738913387680022
486,0.04266671407271378
487,0.003831356069278735
491,0.03282274771614951
494,0.005523730121925541
495,0.003831356069278735
497,0.019173489852812965
498,0.013980055697973549
499,0.006126580108434722
503,0.04033117751809015
504,0.019173489852812965
505,0.003831356069278735
506,0.013980055697973549
507,0.04266671407271378
508,0.08126801426352509
509,0.01943410091478839
510,0.013980055697973549
511,0.08460928367089628
512,0.06494856499733133
516,0.003831356069278735
518,0.0393109543139251
519,0.013980055697973549
520,0.013980055697973549
521,0.003831356069278735
522,0.013980055697973549
524,0.08625165222345803
525,0.013980055697973549
526,0.003831356069278735
528,0.016738714267463914
529,0.03207996215843596
531,0.06844793064205085
532,0.2159844629281555
534,0.0769626294606704
536,0.06007426280957042
539,0.06007426280957042
540,0.019173489852812965
541,0.003831356069278735
542,0.07494140468795288
545,0.03207996215843596
546,0.003831356069278735
552,0.035811588669205606
556,0.003831356069278735
557,0.003831356069278735
559,0.019173489852812965
