ID,TARGET
2,1.0
5,1.0
6,1.0
7,1.0
9,1.0
11,1.0
12,0.0
15,1.0
16,1.0
17,1.0
19,1.0
21,1.0
22,1.0
24,1.0
27,0.0
28,1.0
30,1.0
33,1.0
35,1.0
37,1.0
38,1.0
40,1.0
41,1.0
44,1.0
46,1.0
47,1.0
48,1.0
50,1.0
52,1.0
53,1.0
55,1.0
57,1.0
58,0.0
59,1.0
62,1.0
63,1.0
64,1.0
65,1.0
67,1.0
69,1.0
70,1.0
71,0.0
72,1.0
73,1.0
76,1.0
78,1.0
79,1.0
81,1.0
85,1.0
86,1.0
89,1.0
94,1.0
96,1.0
97,1.0
98,1.0
99,1.0
100,1.0
103,1.0
104,1.0
108,1.0
110,1.0
112,1.0
114,1.0
116,0.0
117,1.0
119,1.0
120,0.0
121,1.0
123,1.0
124,1.0
126,1.0
128,1.0
129,1.0
133,1.0
138,1.0
147,1.0
149,1.0
158,1.0
160,1.0
164,1.0
167,1.0
168,1.0
174,1.0
181,1.0
185,1.0
187,1.0
189,1.0
190,1.0
194,1.0
197,0.18845620861611784
198,1.0
201,1.0
205,1.0
208,1.0
211,1.0
216,1.0
219,1.0
223,1.0
224,1.0
226,1.0
229,1.0
230,1.0
237,1.0
238,1.0
240,1.0
243,1.0
245,1.0
246,1.0
247,1.0
248,1.0
249,1.0
250,1.0
251,1.0
255,1.0
256,1.0
257,1.0
260,1.0
261,1.0
263,1.0
264,1.0
267,0.0
268,1.0
272,1.0
274,1.0
275,1.0
277,1.0
278,1.0
280,0.0
281,1.0
282,1.0
283,1.0
284,1.0
286,1.0
290,1.0
291,1.0
293,1.0
295,1.0
297,1.0
298,1.0
300,0.0
304,0.0
305,0.0
308,1.0
309,1.0
310,1.0
312,1.0
313,1.0
315,0.0
317,1.0
318,1.0
321,1.0
323,1.0
325,1.0
326,1.0
327,1.0
328,1.0
329,1.0
330,1.0
331,1.0
334,1.0
335,1.0
336,1.0
337,0.0
338,1.0
339,1.0
341,1.0
343,0.0
346,1.0
348,1.0
350,1.0
351,1.0
352,1.0
357,1.0
358,1.0
360,1.0
361,1.0
364,1.0
365,1.0
366,1.0
367,1.0
368,1.0
370,1.0
372,0.0
376,1.0
377,1.0
379,6.908895414101576e-103
380,1.0
381,1.0
385,1.0
386,1.0
389,1.0
391,1.0
392,1.0
393,1.0
395,1.0
396,1.0
397,1.0
398,1.0
399,1.0
400,1.0
401,1.0
403,1.0
405,1.0
406,1.0
409,1.0
411,1.0
413,1.0
418,0.0
419,1.0
422,1.0
424,1.0
425,0.0
427,1.0
430,1.0
431,1.0
434,1.0
435,1.0
437,1.0
438,0.0
439,1.0
442,1.0
446,1.0
450,1.0
451,1.0
452,1.0
454,1.0
455,0.0
463,1.0
464,1.0
465,1.0
467,1.0
468,1.0
470,1.0
472,1.0
473,1.0
475,0.0
476,1.0
479,1.0
481,0.0
483,1.0
484,1.0
486,1.0
487,1.0
491,1.0
494,1.0
495,1.0
497,1.0
498,0.0
499,1.0
503,1.0
504,1.0
505,1.0
506,0.0
507,0.0
508,1.0
509,1.0
510,0.0
511,0.0
512,1.0
516,1.0
518,1.0
519,1.0
520,1.0
521,1.0
522,0.0
524,1.0
525,0.0
526,1.0
528,1.0
529,1.0
531,1.0
532,1.0
534,1.0
536,1.0
539,1.0
540,1.0
541,1.0
542,1.0
545,1.0
546,1.0
552,1.0
556,1.0
557,1.0
559,1.0
562,0.0
563,1.0
565,3.0375118766220046e-177
569,1.0
570,1.0
574,1.0
575,1.0
585,1.0
589,1.0
590,1.0
592,1.0
